state,year,month,level,name,registeredUsers,source_file
Haryana,2020,2,pincode,122001,293479,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,121004,239658,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,121003,198248,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,121001,190142,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,122006,157703,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,122002,154797,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,121102,142490,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,124001,136592,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,123401,135535,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,2,pincode,122004,127957,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\2.json
Haryana,2020,3,district,gurugram,1949331,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,faridabad,1094570,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,hisar,453910,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,sonipat,402001,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,rewari,388025,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,panipat,357830,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,karnal,344289,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,palwal,285223,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,jhajjar,284852,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,district,rohtak,280325,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,122001,314031,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,121004,261230,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,121003,214022,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,121001,205343,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,122006,170596,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,122002,165039,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,121102,155722,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,124001,149067,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,123401,148188,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,3,pincode,122004,138271,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\3.json
Haryana,2020,4,district,gurugram,2104240,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,faridabad,1182635,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,hisar,490971,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,sonipat,441088,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,rewari,421106,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,panipat,391952,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,karnal,374733,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,jhajjar,313144,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,palwal,310698,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,district,rohtak,305922,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,122001,336803,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,121004,283882,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,121003,230786,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,121001,221002,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,122006,184356,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,122002,176881,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,121102,169232,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,124001,161912,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,123401,160526,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2020,4,pincode,122004,150225,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2020\4.json
Haryana,2021,1,district,gurugram,2262589,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,faridabad,1272506,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,hisar,526528,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,sonipat,475192,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,rewari,453500,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,panipat,423131,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,karnal,402850,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,jhajjar,337303,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,palwal,335048,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,district,rohtak,329147,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,122001,361360,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,121004,306230,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,121003,247955,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,121001,237542,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,122006,198022,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,122002,189395,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,121102,182342,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,124001,173733,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,123401,172665,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,1,pincode,122004,162301,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\1.json
Haryana,2021,2,district,gurugram,2416391,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,faridabad,1360855,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,hisar,564047,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,sonipat,510058,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,rewari,485784,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,panipat,454218,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,karnal,432042,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,jhajjar,362160,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,palwal,359544,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,district,rohtak,353305,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,122001,385555,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,121004,328000,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,121003,264861,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,121001,254045,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,122006,211281,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,122002,201795,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,121102,195621,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,124001,186059,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,123401,184718,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,2,pincode,122004,173740,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\2.json
Haryana,2021,3,district,gurugram,2589324,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,faridabad,1459758,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,hisar,606513,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,sonipat,549613,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,rewari,522734,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,panipat,489226,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,karnal,464990,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,jhajjar,390612,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,palwal,387557,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,district,rohtak,380370,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,122001,412737,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,121004,352312,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,121003,284042,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,121001,272333,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,122006,226097,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,122002,215608,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,121102,210637,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,124001,199561,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,123401,198439,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,3,pincode,122004,186579,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\3.json
Haryana,2021,4,district,gurugram,2764490,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,faridabad,1559756,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,hisar,648827,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,sonipat,588700,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,rewari,559494,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,panipat,523678,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,karnal,497166,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,jhajjar,418950,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,palwal,415495,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,district,rohtak,407245,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,122001,440178,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,121004,376910,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,121003,303566,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,121001,290827,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,122006,241050,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,122002,229524,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,121102,225645,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,124001,213051,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,123401,212046,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2021,4,pincode,122004,199804,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2021\4.json
Haryana,2022,1,district,gurugram,2929873,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,faridabad,1654074,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,hisar,689980,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,sonipat,626016,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,rewari,595001,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,panipat,556104,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,karnal,527415,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,jhajjar,445888,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,palwal,441872,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,district,rohtak,432623,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,122001,465984,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,121004,400283,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,121003,321859,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,121001,308144,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,122006,255061,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,122002,242575,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,121102,239809,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,124001,225735,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,123401,225100,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,1,pincode,122004,212387,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\1.json
Haryana,2022,2,district,gurugram,3088176,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,faridabad,1743764,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,hisar,727942,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,sonipat,661278,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,rewari,628614,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,panipat,587006,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,karnal,555939,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,jhajjar,471357,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,palwal,466861,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,district,rohtak,456537,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,122001,490709,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,121004,422488,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,121003,339295,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,121001,324650,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,122006,268387,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,122002,255084,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,121102,253094,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,124001,237736,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,123401,237454,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,2,pincode,122004,224546,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\2.json
Haryana,2022,3,district,gurugram,3251792,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,faridabad,1837594,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,hisar,766206,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,sonipat,697349,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,rewari,663418,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,panipat,618937,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,karnal,584928,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,jhajjar,497580,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,palwal,492837,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,district,rohtak,481082,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,122001,516313,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,121004,445822,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,121003,357581,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,121001,341866,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,122006,282229,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,122002,267850,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,121102,266955,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,123401,250221,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,124001,250178,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,3,pincode,122004,237160,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\3.json
Haryana,2022,4,district,gurugram,3416098,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,faridabad,1930743,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,hisar,801156,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,sonipat,731324,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,rewari,696113,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,panipat,649292,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,karnal,611868,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,jhajjar,521692,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,palwal,516553,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,district,rohtak,504058,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,122001,542209,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,121004,468607,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,121003,376201,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,121001,358891,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,122006,296184,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,122002,280688,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,121102,279801,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,124001,262578,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,123401,262455,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2022,4,pincode,122004,249924,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2022\4.json
Haryana,2023,1,district,gurugram,3572322,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,faridabad,2018956,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,hisar,846309,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,sonipat,764865,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,rewari,728428,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,panipat,679052,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,karnal,638547,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,jhajjar,545862,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,palwal,540064,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,district,rohtak,527046,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,122001,566889,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,121004,490243,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,121003,393759,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,121001,374984,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,122006,309366,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,122002,292936,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,121102,292301,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,123401,274345,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,124001,274341,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,1,pincode,122004,262041,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\1.json
Haryana,2023,2,district,gurugram,3707352,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,faridabad,2097648,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,hisar,879031,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,sonipat,796213,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,rewari,757958,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,panipat,706703,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,karnal,664313,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,jhajjar,568479,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,palwal,562608,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,district,rohtak,547825,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
Haryana,2023,2,pincode,122001,587988,C:\Phonepe_data\pulse\data\top\user\country\india\state\haryana\2023\2.json
